Country;Sector;Product CN Code;Description;Default Value (direct emissions);Default Value (Indirect emissions);Default Value (total emissions);2026 Default Value (Including mark-up);2027 Default Value (Including mark-up);2028 Default Value (Including mark-up);Underlying production route determining CBAM BM
North Macedonia;Iron and steel;73072100;Flanges of stainless steel (excl. cast products);2.63;;2.63;2.893;3.156;3.419;
North Macedonia;Iron and steel;730722;Threaded elbows, bends and sleeves of stainless steel (excl. cast products);2.63;;2.63;2.893;3.156;3.419;
North Macedonia;Iron and steel;730723;Butt welding tube or pipe fittings of stainless steel (excl. cast products);2.63;;2.63;2.893;3.156;3.419;
North Macedonia;Iron and steel;730729;Tube or pipe fittings of stainless steel (excl. cast products, flanges, threaded elbows, bends and sleeves and butt weldings fittings);2.63;;2.63;2.893;3.156;3.419;
North Macedonia;Iron and steel;73079100;Flanges of iron or steel (excl. cast or stainless products);1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;730792;Threaded elbows, bends and sleeves, of stainless steel (excl. cast or stainless products);1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;730793;Butt welding fittings of iron or steel (excl. cast iron or stainless steel products, and flanges);1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;730799;"Tube or pipe fittings, of iron or steel (excl. cast iron or stainless steel products; flanges; threaded elbows, bends and sleeves; butt welding fittings)";1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;7308;"Structures and parts of structures ""e.g., bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns"", of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel (excl. prefabricated buildings of heading 9406)";2.69;;2.69;2.959;3.228;3.497;
North Macedonia;Iron and steel;7309;"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of > 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated (excl. containers specifically constructed or equipped for one or more types of transport)";2.9;;2.9;3.19;3.48;3.77;
North Macedonia;Iron and steel;7310;"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ""other than compressed or liquefied gas"", of a capacity of <= 300 l, not fitted with mechanical or thermal equipment, whether or not lined or heat-insulated, n.e.s.";1.58;;1.58;1.738;1.896;2.054;
North Macedonia;Iron and steel;7311;Containers of iron or steel, for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport);;;;;;;
North Macedonia;Iron and steel;731100;Containers of iron or steel, for compressed or liquefied gas (excl. containers specifically constructed or equipped for one or more types of transport);2.9;;2.9;3.19;3.48;3.77;
North Macedonia;Iron and steel;7318;Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. spring washers, and similar articles, of iron or steel (excl. lag screws, stoppers, plugs and the like, threaded);;;;;;;
North Macedonia;Iron and steel;73181100;Coach screws of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73181210;Wood screws of stainless steel (excl. coach screws);2.91;;2.91;3.201;3.492;3.783;
North Macedonia;Iron and steel;73181290;Wood screws of iron or steel other than stainless (excl. coach screws);1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73181300;Screw hooks and screw rings, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73181410;Self-tapping screws, of stainless steel (excl. wood screws);2.91;;2.91;3.201;3.492;3.783;
North Macedonia;Iron and steel;73181491;Spaced-thread screws of iron or steel other than stainless;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73181499;Self-tapping screws of iron or steel other than stainless (excl. spaced-thread screws and wood screws);1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;731815;Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. coach screws and other wood screws, screw hooks and screw rings, self-tapping screws, lag screws, stoppers, plugs and the like, threaded);2.48;;2.48;2.728;2.976;3.224;
North Macedonia;Iron and steel;731816;Nuts of iron or steel;2.86;;2.86;3.146;3.432;3.718;
North Macedonia;Iron and steel;73181900;Threaded articles, of iron or steel, n.e.s.;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73182100;Spring washers and other lock washers, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73182200;Washers of iron or steel (excl. spring washers and other lock washers);1.83;;1.83;2.013;2.196;2.379;
North Macedonia;Iron and steel;73182300;Rivets of iron or steel (excl. tubular and bifurcated rivets for particular uses);1.74;;1.74;1.914;2.088;2.262;
North Macedonia;Iron and steel;73182400;Cotters and cotter pins, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73182900;Non-threaded articles, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;7326;Articles of iron or steel, n.e.s. (excl. cast articles);;;;;;;
North Macedonia;Iron and steel;73261100;Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked;1.51;;1.51;1.661;1.812;1.963;
North Macedonia;Iron and steel;732619;Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills);1.51;;1.51;1.661;1.812;1.963;
North Macedonia;Iron and steel;73262000;Articles of iron or steel wire, n.e.s.;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73269030;Ladders and steps, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73269040;Pallets and similar platforms for handling goods, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73269050;Reels for cables, piping and the like, of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73269060;Ventilators, non-mechanical, guttering, hooks and like articles used in the building industry, n.e.s., of iron or steel;1.53;;1.53;1.683;1.836;1.989;
North Macedonia;Iron and steel;73269092;Articles of iron or steel, open-die forged, n.e.s.;1.51;;1.51;1.661;1.812;1.963;
North Macedonia;Iron and steel;73269094;Articles of iron or steel, closed-die forged, n.e.s.;1.51;;1.51;1.661;1.812;1.963;
North Macedonia;Iron and steel;73269096;Sintered articles of iron or steel, n.e.s.;1.51;;1.51;1.661;1.812;1.963;
North Macedonia;Iron and steel;73269098;Articles of iron or steel, n.e.s.;1.53;;1.53;1.683;1.836;1.989;
Oman;Cement;25070080;Calcined clay;;;;;;;
Oman;Cement;25231000;White clinker;;;;;;;
Oman;Cement;25231000;Grey clinker;0.83;0.03;0.86;0.946;1.032;1.118;(A)
Oman;Cement;25232100;White Portland cement;;;;;;;
Oman;Cement;25232900;Grey Portland cement;0.86;0.06;0.92;1.012;1.104;1.196;
Oman;Cement;25239000;White hydraulic cements;;;;;;;
Oman;Cement;25239000;Grey hydraulic cements;;;;;;;
Oman;Cement;25233000;Aluminous cement;;;;;;;
Oman;Aluminium;7601;Unwrought aluminium;1.7;;1.7;1.87;2.04;2.21;(K)
Oman;Aluminium;7603;Aluminium powders and flakes;1.81;;1.81;1.991;2.172;2.353;(K)
Oman;Aluminium;76041010;Bars and rods;2.03;;2.03;2.233;2.436;2.639;(K)
Oman;Aluminium;76041090;Profiles;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76042100;Hollow profiles;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76042910;Bars and rods;2.03;;2.03;2.233;2.436;2.639;(K)
Oman;Aluminium;76042990;Profiles;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;7605;Aluminium wire;2.03;;2.03;2.233;2.436;2.639;(K)
Oman;Aluminium;7606;Aluminium plates, sheets and strip, of a thickness exceeding 0,2 mm;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;7607;Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,2 mm;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;7608;Aluminium tubes and pipes;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76090000;Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves);2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76101000;Doors, windows and their frames and thresholds for doors;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;761090;Other;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76109010;Bridges and bridge-sections, towers and lattice masts;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76109090;Other;2.05;;2.05;2.255;2.46;2.665;(K)
Oman;Aluminium;76110000;Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;7612;Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;76130000;Aluminium containers for compressed or liquefied gas;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;7614;Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated;2.03;;2.03;2.233;2.436;2.639;(K)
Oman;Aluminium;76161000;Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;76169100;Cloth, grill, netting and fencing, of aluminium wire;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Aluminium;76169910;Cast;1.81;;1.81;1.991;2.172;2.353;(K)
Oman;Aluminium;76169990;Other;2.49;;2.49;2.739;2.988;3.237;(K)
Oman;Hydrogen;28041000;Hydrogen;10.82;;10.82;11.902;12.984;14.066;
Oman;Iron and steel;720211;Ferro-manganese, containing by weight > 2% of carbon;1.69;;1.69;1.859;2.028;2.197;
Oman;Iron and steel;720219;Ferro-manganese, containing by weight <= 2% carbon;;;;;;;
Oman;Iron and steel;720241;Ferro-chromium, containing by weight > 4% of carbon;2.35;;2.35;2.585;2.82;3.055;
Oman;Iron and steel;720249;Ferro-chromium, containing by weight <= 4% of carbon;;;;;;;
Oman;Iron and steel;72026000;Ferro-nickel;3.48;;3.48;3.828;4.176;4.524;
Pakistan;Cement;25070080;Calcined clay;;;;;;;
Pakistan;Cement;25231000;White clinker;1.25;0.04;1.29;1.419;1.548;1.677;(B)
Pakistan;Cement;25231000;Grey clinker;1.28;0.02;1.3;1.43;1.56;1.69;(A)
Pakistan;Cement;25232100;White Portland cement;1.29;0.12;1.41;1.551;1.692;1.833;
Pakistan;Cement;25232900;Grey Portland cement;1.28;0.05;1.32;1.452;1.584;1.716;
Pakistan;Cement;25239000;White hydraulic cements;;;;;;;
Pakistan;Cement;25239000;Grey hydraulic cements;;;;;;;
Pakistan;Cement;25233000;Aluminous cement;;;;;;;
Pakistan;Fertilisers;28080000;"Nitric acid; sulphonitric acids";1.77;0.04;1.8;1.818;1.818;1.818;
Pakistan;Fertilisers;28141000;Anhydrous ammonia;2.34;0.12;2.46;2.4846;2.4846;2.4846;
Pakistan;Fertilisers;28142000;Ammonia in aqueous solution;0.7;0.04;0.74;0.7474;0.7474;0.7474;
Pakistan;Fertilisers;28342100;Nitrate of potassium;1.61;0.05;1.66;1.6766;1.6766;1.6766;
Pakistan;Fertilisers;3102;Mineral or chemical fertilizers, nitrogenous;;;;;;;
Pakistan;Fertilisers;31021012;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.52;0.03;0.55;0.5555;0.5555;0.5555;
Pakistan;Fertilisers;31021015;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.86;0.03;0.89;0.8989;0.8989;0.8989;
Pakistan;Fertilisers;31021019;Urea, whether or not in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg, or in aqueous solution containing =>31,8% but <=55% by weight of urea);1.56;0.09;1.65;1.6665;1.6665;1.6665;
Pakistan;Fertilisers;31021090;Urea, whether or not in aqueous solution, containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg);1.53;0.09;1.62;1.6362;1.6362;1.6362;
Pakistan;Fertilisers;31022100;Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.68;0.06;0.75;0.7575;0.7575;0.7575;
Pakistan;Fertilisers;31022900;Double salts and mixtures of ammonium sulphate and ammonium nitrate;1.16;0.07;1.24;1.2524;1.2524;1.2524;
